phi,k_s,rho_s,c_ps,gamma,ra,q_wm2_nominal,q_wm2_actual,q_Wcm2,heat_flux_mismatch,material,seed,log_q,log_ra,r_d,C1,C3,bubble_vol_factor,q_star,delta_T,log_delta_T,HTC,log_HTC,T_wall_ss,T_wall_std,n_sites_ss,q_out_ss,q_mc_ss,q_me_ss,q_nc_ss,q_rad_ss,br_ss,sim_name
15,1.4,2330,700,1.0576212892968957,1e-07,10000,10000,1,FALSE,SiO2,0,4.342945178152237e-11,-7,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.007421541,5.579064941406273,0.7465614167124381,1792.4150561114236,3.253438583287562,378.72906494140625,0.069135919,3,9448.712891,88.71067810058594,10.692159652709961,8774.519531,574.7909545898438,3.0655569389637094e-06,SiO2_phi15_q10000_r1e-07_seed0
15,1.4,2330,700,1.0576212892968957,5e-07,10000,10000,1,FALSE,SiO2,0,4.342945178152237e-11,-6.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.007421541,5.577783203125023,0.7464616301314918,1792.8269414267259,3.253538369868508,378.7277832,0.069393933,3.0780208333333334,9448.792969,91.13201904296875,10.98211384,8771.900391,574.7784423828125,3.146095195916132e-06,SiO2_phi15_q10000_r5e-07_seed0
15,1.4,2330,700,1.0576212892968957,1e-06,10000,10000,1,FALSE,SiO2,0,4.342945178152237e-11,-6,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.007421541,5.571710205078148,0.7459885198825078,1794.781069353865,3.254011480117492,378.7217102050781,0.067008086,4,9465.355469,117.7394027709961,14.230250358581543,8758.666992,574.7186279296875,4.088904915988678e-06,SiO2_phi15_q10000_r1e-06_seed0
15,1.4,2330,700,1.0576212892968957,5e-06,10000,10000,1,FALSE,SiO2,0,4.342945178152237e-11,-5.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.007421541,5.566827392578148,0.7456077555959644,1796.3553196084872,3.254392244404036,378.7168273925781,0.067161299,4.353645833333333,9466.504883,127.84736633300781,15.48291016,8748.503906,574.6702880859375,4.451694621820934e-06,SiO2_phi15_q10000_r5e-06_seed0
15,1.4,2330,700,1.0576212892968957,1e-08,50000,50000,5,FALSE,SiO2,0,0.6989700043447047,-8,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.037107707,13.229150390625023,1.121531953597062,3779.5322090701325,3.5774380507389565,386.3791504,0.30141428112983704,39.85337776431385,42976.60156,15859.81934,798.2537231445312,25666.02148,652.5095215,4.0164482925320044e-05,SiO2_phi15_q50000_r1e-08_seed0
15,1.4,2330,700,1.0576212892968957,5e-08,50000,50000,5,FALSE,SiO2,0,0.6989700043447047,-7.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.037107707,13.219934082031273,1.121229289651781,3782.1671189692793,3.5777407146842375,386.36993408203125,0.30012911558151245,40.137534080581645,43001.88672,15905.51953,801.6351928710938,25642.31836,652.4129028320312,4.0472939872415736e-05,SiO2_phi15_q50000_r5e-08_seed0
15,1.4,2330,700,1.0576212892968957,1e-07,50000,50000,5,FALSE,SiO2,0,0.6989700043447047,-7,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.037107707,13.206872558593773,1.1207999870808574,3785.9076611945325,3.5781700172551614,386.35687255859375,0.2975804805755615,40.44713723114208,43057.89063,15989.84082,806.5441284179688,25609.22852,652.2758178710938,4.078773417859338e-05,SiO2_phi15_q50000_r1e-07_seed0
15,1.4,2330,700,1.0576212892968957,5e-07,50000,50000,5,FALSE,SiO2,0,0.6989700043447047,-6.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.037107707,13.098779296875023,1.117230824714306,3817.149588277169,3.581739179621713,386.2487793,0.2769295573234558,43.24689488033929,43552.87891,16715.21875,850.4644165039062,25336.04883,651.1452637,4.358601290732622e-05,SiO2_phi15_q50000_r5e-07_seed0
15,1.4,2330,700,1.0576212892968957,1e-06,50000,50000,5,FALSE,SiO2,0,0.6989700043447047,-6,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.037107707,12.944360351562523,1.1120805945429795,3862.6860379365494,3.5868894097930393,386.0943603515625,0.24984098970890045,47.398364132081184,44194.42188,17688.94336,909.6851196289062,24946.26563,649.5314941,4.7773250116733834e-05,SiO2_phi15_q50000_r1e-06_seed0
15,1.4,2330,700,1.0576212892968957,5e-06,50000,50000,5,FALSE,SiO2,0,0.6989700043447047,-5.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.037107707,12.745172119140648,1.1053457048416355,3923.0541206195408,3.5936242994943832,385.8951721191406,0.21854451298713684,52.86610118146017,44867.26563,18792.13281,982.6797485351562,24445.00391,647.4527587890625,5.335078094503842e-05,SiO2_phi15_q50000_r5e-06_seed0
15,1.4,2330,700,1.0576212892968957,1e-08,100000,100000,10,FALSE,SiO2,0,1.000000000004343,-8,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.074215413,16.705529785156273,1.2228602530433867,5986.041824836658,3.777139746956613,389.85552978515625,0.006375889,80,99892.33594,62578.25391,2494.744873046875,34129.94531,689.3863525390625,8.033194171730429e-05,SiO2_phi15_q100000_r1e-08_seed0
15,1.4,2330,700,1.0576212892968957,5e-08,100000,100000,10,FALSE,SiO2,0,1.000000000004343,-7.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.074215413,16.681542968750023,1.2222362184733122,5994.649307161373,3.777763781526688,389.831543,0.001057217,80.30111111111111,99971.00781,62709.41797,2504.10498,34068.35156,689.1282958984375,8.051477198023349e-05,SiO2_phi15_q100000_r5e-08_seed0
15,1.4,2330,700,1.0576212892968957,1e-07,100000,100000,10,FALSE,SiO2,0,1.000000000004343,-7,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.074215413,16.621911621093773,1.2206809688314426,6016.155198003616,3.7793190311685576,389.77191162109375,0.000225825,80.78977777777777,99999.08594,62874.55469,2519.367676,33916.68359,688.487793,8.071780030149966e-05,SiO2_phi15_q100000_r1e-07_seed0
15,1.4,2330,700,1.0576212892968957,5e-07,100000,100000,10,FALSE,SiO2,0,1.000000000004343,-6.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.074215413,16.392236328125023,1.2146382066950394,6100.448895336186,3.785361793304961,389.5422363,0.004691937,84.98022222222222,99970.23438,63398.5,2577.214111328125,33308.49609,686.0220947265625,8.500411786371842e-05,SiO2_phi15_q100000_r5e-07_seed0
15,1.4,2330,700,1.0576212892968957,1e-06,100000,100000,10,FALSE,SiO2,0,1.000000000004343,-6,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.074215413,16.037164306640648,1.2051275787329823,6235.516334929121,3.794872421267018,389.1871643066406,0.000982997,90,99994.88281,64251.74609,2668.657227,32392.26367,682.2193603515625,8.913837518775836e-05,SiO2_phi15_q100000_r1e-06_seed0
15,1.4,2330,700,1.0576212892968957,5e-06,100000,100000,10,FALSE,SiO2,0,1.000000000004343,-5.301029996,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.074215413,15.695733642578148,1.1957816200983067,6371.158066082868,3.8042183799016933,388.8457336425781,0.001121201,99,99994.72656,65077.13281,2761.887207,31477.13867,678.5722656,9.913605754263699e-05,SiO2_phi15_q100000_r5e-06_seed0
15,1.4,2330,700,1.0576212892968957,1e-08,250000,250000,25,FALSE,SiO2,0,1.3979400086737748,-8,0.00039311,7.595753819,1.9659258262890682,3.996556413853767,0.18553853301361334,20.284936523437523,1.3071736530280724,12324.416184943257,4.090766355643965,393.4349365234375,0.000274713,143.37205128205127,250001.3906,199643.0469,6557.364746,43072.58984,728.4014282226562,0.000141438,SiO2_phi15_q250000_r1e-08_seed0
